"zip","name","empflag","emp_nf","emp","qp1_nf","qp1","ap_nf","ap","est","city","stabbr","cty_name"
"39851","FORT GAINES, GA",,"H",262,"J",1730,"J",7667,33,"FORT GAINES","GA","CLAY"
"39854","GEORGETOWN, GA",,"H",207,"H",1198,"H",4719,33,"GEORGETOWN","GA","QUITMAN"
"39859","IRON CITY, GA",,"G",8,"H",44,"J",463,6,"IRON CITY","GA","SEMINOLE"
"39861","JAKIN, GA",,"H",30,"J",125,"H",538,13,"JAKIN","GA","EARLY"
"39862","LEARY, GA",,"J",66,"H",300,"H",1298,13,"LEARY","GA","CALHOUN"
"39866","MORGAN, GA",,"J",36,"J",237,"J",2040,8,"MORGAN","GA","CALHOUN"
"39867","MORRIS, GA",,"J",93,"J",527,"J",2356,3,"MORRIS","GA","QUITMAN"
"39870","NEWTON, GA",,"H",212,"H",2106,"H",8572,22,"NEWTON","GA","BAKER"
"39877","PARROTT, GA",,"G",26,"G",273,"H",1193,7,"PARROTT","GA","TERRELL"
"39885","SASSER, GA",,"J",40,"H",304,"H",1522,11,"SASSER","GA","TERRELL"
"39886","SHELLMAN, GA",,"H",186,"G",1406,"H",5405,25,"SHELLMAN","GA","RANDOLPH"
"39897","WHIGHAM, GA",,"H",390,"G",2288,"G",10425,37,"WHIGHAM","GA","GRADY"
"40003","BAGDAD, KY",,"G",206,"G",1321,"G",5176,25,"BAGDAD","KY","SHELBY"
"40004","BARDSTOWN, KY",,"G",13935,"G",116069,"G",520545,756,"BARDSTOWN","KY","NELSON"
"40006","BEDFORD, KY",,"J",417,"J",6936,"J",25075,43,"BEDFORD","KY","TRIMBLE"
"40007","BETHLEHEM, KY","A","D",0,"D",0,"D",0,2,"BETHLEHEM","KY","HENRY"
"40008","BLOOMFIELD, KY",,"G",283,"G",1719,"G",7221,48,"BLOOMFIELD","KY","NELSON"
"40009","BRADFORDSVILLE, KY",,"J",20,"J",110,"J",550,5,"BRADFORDSVILLE","KY","MARION"
"40010","BUCKNER, KY",,"H",1401,"H",13735,"H",58637,52,"BUCKNER","KY","OLDHAM"
"40011","CAMPBELLSBURG, KY",,"H",196,"H",1221,"H",6535,23,"CAMPBELLSBURG","KY","HENRY"
"40012","CHAPLIN, KY",,"H",40,"G",230,"G",978,7,"CHAPLIN","KY","NELSON"
"40013","COXS CREEK, KY",,"H",378,"H",2465,"H",12200,58,"COXS CREEK","KY","NELSON"
"40014","CRESTWOOD, KY",,"G",2869,"G",19010,"G",89227,420,"CRESTWOOD","KY","OLDHAM"
"40018","EASTWOOD, KY","B","D",0,"D",0,"D",0,6,"EASTWOOD","KY","JEFFERSON"
"40019","EMINENCE, KY",,"H",921,"H",7817,"H",32290,68,"EMINENCE","KY","HENRY"
"40020","FAIRFIELD, KY","A","D",0,"D",0,"D",0,2,"FAIRFIELD","KY","NELSON"
"40022","FINCHVILLE, KY",,"G",92,"G",604,"G",2468,21,"FINCHVILLE","KY","SHELBY"
"40023","FISHERVILLE, KY",,"G",295,"H",2004,"H",9136,80,"FISHERVILLE","KY","JEFFERSON"
"40025","GLENVIEW, KY",,"J",11,"G",362,"G",820,4,"GLENVIEW","KY","JEFFERSON"
"40026","GOSHEN, KY",,"G",440,"G",3499,"G",16080,85,"GOSHEN","KY","OLDHAM"
"40027","HARRODS CREEK, KY",,"J",60,"H",362,"H",1461,11,"HARRODS CREEK","KY","JEFFERSON"
"40031","LA GRANGE, KY",,"H",6518,"H",61914,"H",266781,421,"LA GRANGE","KY","OLDHAM"
"40032","LA GRANGE, KY","B","D",0,"D",0,"D",0,2,"LA GRANGE","KY","OLDHAM"
"40033","LEBANON, KY",,"G",7255,"G",57392,"G",246330,311,"LEBANON","KY","MARION"
"40036","LOCKPORT, KY","B","D",0,"D",0,"D",0,1,"LOCKPORT","KY","HENRY"
"40037","LORETTO, KY",,"J",258,"J",3428,"J",13940,25,"LORETTO","KY","MARION"
"40040","MACKVILLE, KY",,"J",12,"H",74,"G",297,7,"MACKVILLE","KY","WASHINGTON"
"40041","MASONIC HOME, KY","E","D",0,"D",0,"D",0,5,"MASONIC HOME","KY","JEFFERSON"
"40045","MILTON, KY",,"H",191,"H",1002,"H",4898,25,"MILTON","KY","TRIMBLE"
"40046","MOUNT EDEN, KY",,"G",14,"G",69,"G",361,9,"MOUNT EDEN","KY","SPENCER"
"40047","MOUNT WASHINGTON, KY",,"G",2361,"G",14434,"G",61679,271,"MOUNT WASHINGTON","KY","BULLITT"
"40048","NAZARETH, KY","C","D",0,"D",0,"D",0,4,"NAZARETH","KY","NELSON"
"40049","NERINX, KY","C","D",0,"D",0,"D",0,1,"NERINX","KY","MARION"
"40050","NEW CASTLE, KY",,"H",547,"H",2294,"H",9320,37,"NEW CASTLE","KY","HENRY"
"40051","NEW HAVEN, KY",,"G",363,"G",2323,"G",10138,66,"NEW HAVEN","KY","NELSON"
"40052","NEW HOPE, KY",,"G",28,"J",132,"J",577,6,"NEW HOPE","KY","NELSON"
"40055","PENDLETON, KY",,"G",206,"G",854,"G",3644,25,"PENDLETON","KY","HENRY"
"40056","PEWEE VALLEY, KY",,"H",605,"H",3674,"H",16420,57,"PEWEE VALLEY","KY","OLDHAM"
"40057","PLEASUREVILLE, KY",,"J",67,"J",366,"J",1737,20,"PLEASUREVILLE","KY","HENRY"
"40058","PORT ROYAL, KY",,"G",6,"G",16,"J",40,3,"PORT ROYAL","KY","HENRY"
"40059","PROSPECT, KY",,"G",3342,"G",25066,"G",128340,423,"PROSPECT","KY","JEFFERSON"
"40060","RAYWICK, KY",,"J",53,"J",87,"J",385,8,"RAYWICK","KY","MARION"
"40061","SAINT CATHARINE, KY","E","D",0,"D",0,"D",0,2,"SAINT CATHARINE","KY","WASHINGTON"
"40062","SAINT FRANCIS, KY","A","D",0,"D",0,"D",0,2,"SAINT FRANCIS","KY","MARION"
"40063","SAINT MARY, KY","A","D",0,"D",0,"D",0,1,"SAINT MARY","KY","MARION"
"40065","SHELBYVILLE, KY",,"G",13570,"G",106963,"G",449677,634,"SHELBYVILLE","KY","SHELBY"
"40066","SHELBYVILLE, KY",,"H",131,"H",1207,"H",4882,23,"SHELBYVILLE","KY","SHELBY"
"40067","SIMPSONVILLE, KY",,"H",3194,"H",23520,"H",94314,209,"SIMPSONVILLE","KY","SHELBY"
"40068","SMITHFIELD, KY",,"G",176,"H",1540,"H",6142,31,"SMITHFIELD","KY","HENRY"
"40069","SPRINGFIELD, KY",,"G",2412,"G",20388,"G",91178,219,"SPRINGFIELD","KY","WASHINGTON"
"40070","SULPHUR, KY",,"G",51,"G",481,"G",2260,4,"SULPHUR","KY","HENRY"
"40071","TAYLORSVILLE, KY",,"G",1057,"G",6459,"G",28433,182,"TAYLORSVILLE","KY","SPENCER"
"40075","TURNERS STATION, KY",,"G",9,"G",72,"H",345,6,"TURNERS STATION","KY","HENRY"
"40076","WADDY, KY",,"H",757,"J",6849,"J",29785,32,"WADDY","KY","SHELBY"
"40077","WESTPORT, KY",,"J",28,"G",102,"H",545,10,"WESTPORT","KY","OLDHAM"
"40078","WILLISBURG, KY",,"G",153,"G",787,"H",3786,31,"WILLISBURG","KY","WASHINGTON"
"40104","BATTLETOWN, KY",,"G",118,"G",1235,"G",5282,9,"BATTLETOWN","KY","MEADE"
"40107","BOSTON, KY",,"J",225,"J",2281,"J",9531,30,"BOSTON","KY","NELSON"
"40108","BRANDENBURG, KY",,"G",2568,"H",24683,"H",90041,246,"BRANDENBURG","KY","MEADE"
"40109","BROOKS, KY",,"H",1588,"H",11173,"H",47672,62,"BROOKS","KY","BULLITT"
"40110","CLERMONT, KY","E","D",0,"D",0,"D",0,2,"CLERMONT","KY","BULLITT"
"40111","CLOVERPORT, KY",,"G",74,"G",289,"G",1248,14,"CLOVERPORT","KY","BRECKINRIDGE"
"40115","CUSTER, KY",,"J",26,"H",106,"G",588,8,"CUSTER","KY","BRECKINRIDGE"
"40117","EKRON, KY",,"H",115,"G",565,"G",2220,24,"EKRON","KY","MEADE"
"40118","FAIRDALE, KY",,"G",1191,"G",8707,"G",38571,86,"FAIRDALE","KY","JEFFERSON"
"40119","FALLS OF ROUGH, KY",,"H",102,"H",666,"H",3068,32,"FALLS OF ROUGH","KY","GRAYSON"
"40121","FORT KNOX, KY",,"H",2232,"H",34986,"H",138379,74,"FORT KNOX","KY","HARDIN"
"40122","FORT KNOX, KY","A","D",0,"D",0,"D",0,3,"FORT KNOX","KY","HARDIN"
"40129","HILLVIEW, KY","A","D",0,"D",0,"D",0,1,"HILLVIEW","KY","BULLITT"
"40140","GARFIELD, KY",,"J",24,"J",162,"J",657,6,"GARFIELD","KY","BRECKINRIDGE"
"40142","GUSTON, KY",,"J",23,"J",151,"H",562,16,"GUSTON","KY","MEADE"
"40143","HARDINSBURG, KY",,"G",1790,"G",12439,"G",54729,155,"HARDINSBURG","KY","BRECKINRIDGE"
"40144","HARNED, KY",,"H",63,"G",345,"G",1444,19,"HARNED","KY","BRECKINRIDGE"
"40145","HUDSON, KY",,"H",31,"H",216,"H",1353,10,"HUDSON","KY","BRECKINRIDGE"
"40146","IRVINGTON, KY",,"G",346,"H",2477,"H",10956,56,"IRVINGTON","KY","BRECKINRIDGE"
"40150","LEBANON JUNCTION, KY",,"J",941,"J",8751,"J",37550,38,"LEBANON JUNCTION","KY","BULLITT"
"40152","MC DANIELS, KY",,"G",63,"H",382,"H",1578,16,"MC DANIELS","KY","BRECKINRIDGE"
"40153","MC QUADY, KY","A","D",0,"D",0,"D",0,1,"MC QUADY","KY","BRECKINRIDGE"
"40155","MULDRAUGH, KY",,"H",371,"G",4589,"H",20023,23,"MULDRAUGH","KY","MEADE"
"40157","PAYNEVILLE, KY",,"J",17,"G",79,"G",377,6,"PAYNEVILLE","KY","MEADE"
"40159","RADCLIFF, KY",,"J",377,"J",3010,"J",13631,8,"RADCLIFF","KY","HARDIN"
"40160","RADCLIFF, KY",,"G",4314,"G",26627,"G",113828,408,"RADCLIFF","KY","HARDIN"
"40161","RHODELIA, KY","A","D",0,"D",0,"D",0,1,"RHODELIA","KY","MEADE"
"40162","RINEYVILLE, KY",,"G",168,"G",914,"G",4224,45,"RINEYVILLE","KY","HARDIN"
"40165","SHEPHERDSVILLE, KY",,"H",12702,"H",100602,"H",434633,588,"SHEPHERDSVILLE","KY","BULLITT"
"40171","UNION STAR, KY","C","D",0,"D",0,"D",0,3,"UNION STAR","KY","BRECKINRIDGE"
"40175","VINE GROVE, KY",,"G",477,"G",2780,"H",13175,127,"VINE GROVE","KY","HARDIN"
"40176","WEBSTER, KY",,"H",42,"H",342,"H",1412,14,"WEBSTER","KY","BRECKINRIDGE"
"40177","WEST POINT, KY",,"H",68,"H",381,"H",1839,18,"WEST POINT","KY","HARDIN"
"40178","WESTVIEW, KY",,"G",5,"J",29,"G",205,4,"WESTVIEW","KY","BRECKINRIDGE"
"40201","LOUISVILLE, KY",,"H",413,"H",10561,"H",35621,28,"LOUISVILLE","KY","JEFFERSON"
"40202","LOUISVILLE, KY",,"H",54844,"H",986462,"H",3592945,1596,"LOUISVILLE","KY","JEFFERSON"
"40203","LOUISVILLE, KY",,"G",12195,"G",108805,"G",449279,510,"LOUISVILLE","KY","JEFFERSON"
"40204","LOUISVILLE, KY",,"G",7369,"G",61073,"G",263516,509,"LOUISVILLE","KY","JEFFERSON"
"40205","LOUISVILLE, KY",,"G",9962,"G",120669,"G",489467,671,"LOUISVILLE","KY","JEFFERSON"
"40206","LOUISVILLE, KY",,"H",11981,"H",144300,"H",594269,659,"LOUISVILLE","KY","JEFFERSON"
"40207","LOUISVILLE, KY",,"G",27137,"G",259136,"G",1106004,1627,"LOUISVILLE","KY","JEFFERSON"
"40208","LOUISVILLE, KY",,"G",5881,"G",54654,"G",242056,293,"LOUISVILLE","KY","JEFFERSON"
"40209","LOUISVILLE, KY",,"G",6416,"G",65295,"G",264930,196,"LOUISVILLE","KY","JEFFERSON"
"40210","LOUISVILLE, KY",,"H",5651,"H",81996,"H",394117,168,"LOUISVILLE","KY","JEFFERSON"
"40211","LOUISVILLE, KY",,"G",5080,"G",56962,"G",237090,266,"LOUISVILLE","KY","JEFFERSON"
"40212","LOUISVILLE, KY",,"G",1506,"H",11145,"G",48591,125,"LOUISVILLE","KY","JEFFERSON"
"40213","LOUISVILLE, KY",,"H",30791,"H",509357,"H",1948920,761,"LOUISVILLE","KY","JEFFERSON"
"40214","LOUISVILLE, KY",,"G",11281,"G",118874,"G",501347,645,"LOUISVILLE","KY","JEFFERSON"
"40215","LOUISVILLE, KY",,"G",2470,"H",25048,"H",111437,195,"LOUISVILLE","KY","JEFFERSON"
"40216","LOUISVILLE, KY",,"G",10383,"G",91221,"G",376771,647,"LOUISVILLE","KY","JEFFERSON"
"40217","LOUISVILLE, KY",,"G",5464,"H",51720,"H",227229,272,"LOUISVILLE","KY","JEFFERSON"
"40218","LOUISVILLE, KY",,"G",19219,"G",185434,"G",811949,897,"LOUISVILLE","KY","JEFFERSON"
"40219","LOUISVILLE, KY",,"G",20985,"H",242291,"H",942736,783,"LOUISVILLE","KY","JEFFERSON"
"40220","LOUISVILLE, KY",,"G",10015,"G",96425,"G",388783,645,"LOUISVILLE","KY","JEFFERSON"
"40221","LOUISVILLE, KY",,"J",176,"H",2154,"H",7715,14,"LOUISVILLE","KY","JEFFERSON"
"40222","LOUISVILLE, KY",,"H",27376,"H",371425,"H",1444797,1155,"LOUISVILLE","KY","JEFFERSON"
"40223","LOUISVILLE, KY",,"G",28914,"G",460099,"G",1782753,1203,"LOUISVILLE","KY","JEFFERSON"
"40224","LOUISVILLE, KY","C","D",0,"D",0,"D",0,2,"LOUISVILLE","KY","JEFFERSON"
"40225","LOUISVILLE, KY","H","D",0,"D",0,"D",0,20,"LOUISVILLE","KY","JEFFERSON"
"40228","LOUISVILLE, KY",,"G",3903,"G",31413,"G",142258,290,"LOUISVILLE","KY","JEFFERSON"
"40229","LOUISVILLE, KY",,"G",10260,"G",108355,"G",441873,394,"LOUISVILLE","KY","JEFFERSON"
"40231","LOUISVILLE, KY","A","D",0,"D",0,"D",0,1,"LOUISVILLE","KY","JEFFERSON"
"40232","LOUISVILLE, KY",,"G",1010,"H",31162,"H",76526,18,"LOUISVILLE","KY","JEFFERSON"
"40233","LOUISVILLE, KY",,"J",76,"H",876,"H",3932,6,"LOUISVILLE","KY","JEFFERSON"
"40241","LOUISVILLE, KY",,"G",11781,"G",105200,"G",438536,716,"LOUISVILLE","KY","JEFFERSON"
"40242","LOUISVILLE, KY",,"H",982,"H",5493,"H",24695,113,"LOUISVILLE","KY","JEFFERSON"
"40243","LOUISVILLE, KY",,"G",7527,"G",70845,"G",304897,607,"LOUISVILLE","KY","JEFFERSON"
"40245","LOUISVILLE, KY",,"G",6581,"G",65255,"G",286628,552,"LOUISVILLE","KY","JEFFERSON"
"40250","LOUISVILLE, KY",,"G",33,"H",392,"H",1562,6,"LOUISVILLE","KY","JEFFERSON"
"40251","LOUISVILLE, KY","A","D",0,"D",0,"D",0,1,"LOUISVILLE","KY","JEFFERSON"
"40252","LOUISVILLE, KY",,"G",58,"G",486,"G",2181,16,"LOUISVILLE","KY","JEFFERSON"
"40253","LOUISVILLE, KY",,"G",129,"G",1112,"H",4433,11,"LOUISVILLE","KY","JEFFERSON"
"40255","LOUISVILLE, KY",,"J",11,"J",59,"J",278,4,"LOUISVILLE","KY","JEFFERSON"
"40256","LOUISVILLE, KY",,"J",134,"H",1879,"H",8002,10,"LOUISVILLE","KY","JEFFERSON"
"40257","LOUISVILLE, KY","B","D",0,"D",0,"D",0,2,"LOUISVILLE","KY","JEFFERSON"
"40258","LOUISVILLE, KY",,"G",11408,"G",103837,"G",437763,420,"LOUISVILLE","KY","JEFFERSON"
"40259","LOUISVILLE, KY","C","D",0,"D",0,"D",0,8,"LOUISVILLE","KY","JEFFERSON"
"40261","LOUISVILLE, KY","E","D",0,"D",0,"D",0,4,"LOUISVILLE","KY","JEFFERSON"
"40266","LOUISVILLE, KY","A","D",0,"D",0,"D",0,1,"LOUISVILLE","KY","JEFFERSON"
"40268","LOUISVILLE, KY",,"H",26,"J",261,"H",1111,5,"LOUISVILLE","KY","JEFFERSON"
"40269","LOUISVILLE, KY",,"G",163,"G",851,"G",5036,10,"LOUISVILLE","KY","JEFFERSON"
"40270","LOUISVILLE, KY",,"J",55,"J",184,"J",901,3,"LOUISVILLE","KY","JEFFERSON"
"40272","LOUISVILLE, KY",,"G",4974,"G",38291,"G",159301,388,"LOUISVILLE","KY","JEFFERSON"
"40280","LOUISVILLE, KY","G","D",0,"D",0,"D",0,4,"LOUISVILLE","KY","JEFFERSON"
"40289","LOUISVILLE, KY","A","D",0,"D",0,"D",0,1,"LOUISVILLE","KY","JEFFERSON"
"40291","LOUISVILLE, KY",,"G",4552,"G",26429,"G",113599,497,"LOUISVILLE","KY","JEFFERSON"
"40292","LOUISVILLE, KY",,"J",536,"J",5020,"J",22194,14,"LOUISVILLE","KY","JEFFERSON"
"40295","LOUISVILLE, KY","A","D",0,"D",0,"D",0,1,"LOUISVILLE","KY","JEFFERSON"
"40297","LOUISVILLE, KY","B","D",0,"D",0,"D",0,2,"LOUISVILLE","KY","JEFFERSON"
"40299","LOUISVILLE, KY",,"G",32558,"G",391703,"G",1546297,1552,"LOUISVILLE","KY","JEFFERSON"
"40310","BURGIN, KY",,"J",220,"J",5133,"J",17485,18,"BURGIN","KY","MERCER"
"40311","CARLISLE, KY",,"H",432,"H",2964,"G",12528,79,"CARLISLE","KY","NICHOLAS"
"40312","CLAY CITY, KY",,"G",527,"G",3522,"G",15444,58,"CLAY CITY","KY","POWELL"
"40313","CLEARFIELD, KY",,"G",77,"G",273,"G",1390,26,"CLEARFIELD","KY","ROWAN"
"40316","DENNISTON, KY","A","D",0,"D",0,"D",0,1,"DENNISTON","KY","MENIFEE"
"40319","FARMERS, KY","B","D",0,"D",0,"D",0,2,"FARMERS","KY","ROWAN"
"40322","FRENCHBURG, KY",,"H",360,"H",2410,"G",10731,39,"FRENCHBURG","KY","MENIFEE"
"40324","GEORGETOWN, KY",,"G",22169,"H",250434,"H",1180455,866,"GEORGETOWN","KY","SCOTT"
"40328","GRAVEL SWITCH, KY",,"H",24,"G",114,"G",464,10,"GRAVEL SWITCH","KY","MARION"
"40330","HARRODSBURG, KY",,"G",5105,"G",52836,"G",209662,313,"HARRODSBURG","KY","MERCER"
"40334","HOPE, KY","B","D",0,"D",0,"D",0,1,"HOPE","KY","BATH"
"40336","IRVINE, KY",,"H",1499,"H",10460,"H",44301,167,"IRVINE","KY","ESTILL"
"40337","JEFFERSONVILLE, KY",,"G",248,"G",913,"G",3678,30,"JEFFERSONVILLE","KY","MONTGOMERY"
"40339","KEENE, KY",,"J",7,"G",26,"G",149,4,"KEENE","KY","JESSAMINE"
"40340","NICHOLASVILLE, KY",,"G",105,"G",1040,"G",4114,13,"NICHOLASVILLE","KY","JESSAMINE"
"40342","LAWRENCEBURG, KY",,"G",3566,"G",28044,"G",124985,322,"LAWRENCEBURG","KY","ANDERSON"
"40346","MEANS, KY",,"H",98,"H",858,"H",4126,9,"MEANS","KY","MENIFEE"
"40347","MIDWAY, KY",,"G",880,"G",5741,"G",27879,68,"MIDWAY","KY","WOODFORD"
"40348","MILLERSBURG, KY",,"G",85,"H",885,"H",2091,8,"MILLERSBURG","KY","BOURBON"
"40351","MOREHEAD, KY",,"H",7724,"H",57561,"H",240402,482,"MOREHEAD","KY","ROWAN"
"40353","MOUNT STERLING, KY",,"G",9641,"G",74736,"G",313898,526,"MOUNT STERLING","KY","MONTGOMERY"
"40355","NEW LIBERTY, KY","A","D",0,"D",0,"D",0,2,"NEW LIBERTY","KY","OWEN"
"40356","NICHOLASVILLE, KY",,"G",13599,"G",115815,"G",513887,980,"NICHOLASVILLE","KY","JESSAMINE"
"40357","NORTH MIDDLETOWN, KY",,"H",39,"J",170,"H",661,5,"NORTH MIDDLETOWN","KY","BOURBON"
"40358","OLYMPIA, KY",,"H",133,"J",1643,"J",6486,9,"OLYMPIA","KY","BATH"
"40359","OWENTON, KY",,"H",1260,"G",9414,"H",43798,99,"OWENTON","KY","OWEN"
"40360","OWINGSVILLE, KY",,"H",1253,"H",7721,"H",33575,80,"OWINGSVILLE","KY","BATH"
"40361","PARIS, KY",,"G",4935,"G",50607,"G",213945,356,"PARIS","KY","BOURBON"
"40362","PARIS, KY",,"G",86,"G",406,"G",2574,14,"PARIS","KY","BOURBON"
"40363","PERRY PARK, KY",,"H",60,"J",127,"H",934,5,"PERRY PARK","KY","OWEN"
"40366","PRESTON, KY","A","D",0,"D",0,"D",0,1,"PRESTON","KY","BATH"
"40370","SADIEVILLE, KY",,"J",128,"H",308,"H",1381,22,"SADIEVILLE","KY","SCOTT"
"40371","SALT LICK, KY",,"G",72,"G",358,"G",1689,33,"SALT LICK","KY","BATH"
"40372","SALVISA, KY",,"G",59,"G",362,"G",1381,21,"SALVISA","KY","MERCER"
"40374","SHARPSBURG, KY",,"H",141,"H",1054,"H",5908,19,"SHARPSBURG","KY","BATH"
"40376","SLADE, KY",,"G",73,"G",221,"G",1712,13,"SLADE","KY","POWELL"
"40379","STAMPING GROUND, KY",,"J",106,"J",900,"J",4536,34,"STAMPING GROUND","KY","SCOTT"
"40380","STANTON, KY",,"G",943,"G",6471,"G",26683,100,"STANTON","KY","POWELL"
"40383","VERSAILLES, KY",,"G",6157,"G",62268,"G",260792,485,"VERSAILLES","KY","WOODFORD"
"40384","VERSAILLES, KY","B","D",0,"D",0,"D",0,3,"VERSAILLES","KY","WOODFORD"
"40385","WACO, KY",,"H",92,"J",515,"H",2297,22,"WACO","KY","MADISON"
"40387","WELLINGTON, KY",,"G",30,"H",158,"H",1195,10,"WELLINGTON","KY","MENIFEE"
"40390","WILMORE, KY",,"G",2063,"G",10253,"G",42002,82,"WILMORE","KY","JESSAMINE"
"40391","WINCHESTER, KY",,"G",12310,"G",105673,"G",441980,723,"WINCHESTER","KY","CLARK"
"40392","WINCHESTER, KY",,"H",490,"H",8763,"H",37599,20,"WINCHESTER","KY","CLARK"
"40402","ANNVILLE, KY",,"G",228,"G",1316,"H",5495,22,"ANNVILLE","KY","JACKSON"
"40403","BEREA, KY",,"G",7021,"G",66412,"G",283526,422,"BEREA","KY","MADISON"
"40404","BEREA, KY","B","D",0,"D",0,"D",0,3,"BEREA","KY","MADISON"
"40405","BIGHILL, KY",,"H",26,"G",55,"G",245,3,"BIGHILL","KY","MADISON"
"40409","BRODHEAD, KY",,"J",520,"J",3481,"J",14099,25,"BRODHEAD","KY","ROCKCASTLE"
"40410","BRYANTSVILLE, KY","A","D",0,"D",0,"D",0,2,"BRYANTSVILLE","KY","GARRARD"
"40419","CRAB ORCHARD, KY",,"G",98,"G",435,"G",1971,29,"CRAB ORCHARD","KY","LINCOLN"
"40422","DANVILLE, KY",,"H",14382,"H",110160,"H",460010,645,"DANVILLE","KY","BOYLE"
"40423","DANVILLE, KY",,"G",360,"G",2292,"H",12693,28,"DANVILLE","KY","BOYLE"
"40434","GRAY HAWK, KY",,"H",25,"G",113,"G",506,3,"GRAY HAWK","KY","JACKSON"
"40437","HUSTONVILLE, KY",,"G",216,"H",1240,"H",5577,41,"HUSTONVILLE","KY","LINCOLN"
"40440","JUNCTION CITY, KY",,"J",132,"H",516,"H",2580,21,"JUNCTION CITY","KY","BOYLE"
"40442","KINGS MOUNTAIN, KY",,"G",39,"G",182,"G",779,7,"KINGS MOUNTAIN","KY","LINCOLN"
"40444","LANCASTER, KY",,"G",1281,"G",8621,"G",40346,191,"LANCASTER","KY","GARRARD"
"40445","LIVINGSTON, KY",,"G",5,"G",23,"J",71,3,"LIVINGSTON","KY","ROCKCASTLE"
"40446","LANCASTER, KY","A","D",0,"D",0,"D",0,1,"LANCASTER","KY","GARRARD"
"40447","MC KEE, KY",,"G",546,"H",5450,"G",22802,62,"MC KEE","KY","JACKSON"
"40448","MC KINNEY, KY","A","D",0,"D",0,"D",0,2,"MC KINNEY","KY","LINCOLN"
"40456","MOUNT VERNON, KY",,"H",2418,"H",14923,"H",69186,170,"MOUNT VERNON","KY","ROCKCASTLE"
"40460","ORLANDO, KY",,"J",39,"J",127,"J",567,3,"ORLANDO","KY","ROCKCASTLE"
"40461","PAINT LICK, KY",,"G",156,"G",1134,"G",6180,34,"PAINT LICK","KY","GARRARD"
"40464","PARKSVILLE, KY",,"G",6,"J",27,"J",128,4,"PARKSVILLE","KY","BOYLE"
"40468","PERRYVILLE, KY",,"G",59,"G",262,"G",1248,19,"PERRYVILLE","KY","BOYLE"
"40472","RAVENNA, KY",,"H",65,"G",205,"G",997,17,"RAVENNA","KY","ESTILL"
"40473","RENFRO VALLEY, KY","A","D",0,"D",0,"D",0,1,"RENFRO VALLEY","KY","ROCKCASTLE"
"40475","RICHMOND, KY",,"G",15263,"G",116413,"G",497334,1182,"RICHMOND","KY","MADISON"
"40476","RICHMOND, KY",,"J",710,"J",7112,"J",31722,30,"RICHMOND","KY","MADISON"
"40481","SANDGAP, KY","A","D",0,"D",0,"D",0,1,"SANDGAP","KY","JACKSON"
"40484","STANFORD, KY",,"G",2185,"G",15671,"G",67613,197,"STANFORD","KY","LINCOLN"
"40486","TYNER, KY",,"G",45,"H",249,"G",892,8,"TYNER","KY","JACKSON"
"40489","WAYNESBURG, KY",,"H",155,"H",724,"G",2741,33,"WAYNESBURG","KY","LINCOLN"
"40502","LEXINGTON, KY",,"G",9859,"G",99074,"G",416546,698,"LEXINGTON","KY","FAYETTE"
"40503","LEXINGTON, KY",,"G",23159,"G",208158,"G",881027,1419,"LEXINGTON","KY","FAYETTE"
"40504","LEXINGTON, KY",,"G",13214,"G",134586,"G",573863,700,"LEXINGTON","KY","FAYETTE"
"40505","LEXINGTON, KY",,"H",13658,"H",181044,"H",794493,763,"LEXINGTON","KY","FAYETTE"
"40506","LEXINGTON, KY",,"H",945,"H",10341,"H",42007,21,"LEXINGTON","KY","FAYETTE"
"40507","LEXINGTON, KY",,"G",8543,"G",99888,"G",428475,637,"LEXINGTON","KY","FAYETTE"
"40508","LEXINGTON, KY",,"G",9412,"G",69803,"G",297099,549,"LEXINGTON","KY","FAYETTE"
"40509","LEXINGTON, KY",,"G",29981,"G",269659,"G",1170625,1392,"LEXINGTON","KY","FAYETTE"
"40510","LEXINGTON, KY",,"G",3072,"G",29099,"G",133078,130,"LEXINGTON","KY","FAYETTE"
"40511","LEXINGTON, KY",,"G",26582,"G",305550,"G",1263032,1057,"LEXINGTON","KY","FAYETTE"
"40512","LEXINGTON, KY","B","D",0,"D",0,"D",0,2,"LEXINGTON","KY","FAYETTE"
"40513","LEXINGTON, KY",,"H",4862,"H",46589,"H",203846,352,"LEXINGTON","KY","FAYETTE"
"40514","LEXINGTON, KY",,"H",954,"G",4604,"G",21700,131,"LEXINGTON","KY","FAYETTE"
"40515","LEXINGTON, KY",,"G",2687,"G",17785,"G",80121,373,"LEXINGTON","KY","FAYETTE"
"40516","LEXINGTON, KY",,"G",253,"G",2120,"G",9412,40,"LEXINGTON","KY","FAYETTE"
"40517","LEXINGTON, KY",,"G",5356,"G",42078,"G",184358,444,"LEXINGTON","KY","FAYETTE"
"40522","LEXINGTON, KY",,"H",36,"H",228,"G",1065,11,"LEXINGTON","KY","FAYETTE"
"40523","LEXINGTON, KY",,"J",20,"H",188,"H",730,4,"LEXINGTON","KY","FAYETTE"
"40524","LEXINGTON, KY","A","D",0,"D",0,"D",0,2,"LEXINGTON","KY","FAYETTE"
"40526","LEXINGTON, KY","B","D",0,"D",0,"D",0,7,"LEXINGTON","KY","FAYETTE"
"40533","LEXINGTON, KY","A","D",0,"D",0,"D",0,2,"LEXINGTON","KY","FAYETTE"
